How	WRB	how
Nutrition	NN	nutrition
can	MD	can
help	VB	help
to	TO	to
fight	VB	fight
against	IN	against
COVID-19	NP	<unknown>
Pandemic	JJ	pandemic
Currently	NP	Currently
Covid-19	NP	<unknown>
pandemic	NN	pandemic
is	VBZ	be
a	DT	a
leading	VBG	lead
challenge	NN	challenge
across	IN	across
the	DT	the
globe	NN	globe
.	SENT	.
It	PP	it
is	VBZ	be
mandatory	JJ	mandatory
to	TO	to
attain	VB	attain
and	CC	and
maintain	VB	maintain
good	JJ	good
nutritional	JJ	nutritional
status	NN	status
to	TO	to
fight	VB	fight
against	IN	against
virus	NN	virus
.	SENT	.
Nutritional	JJ	nutritional
status	NN	status
of	IN	of
individual	NN	individual
is	VBZ	be
affected	VBN	affect
by	IN	by
several	JJ	several
factors	NNS	factor
such	JJ	such
as	IN	as
age	NN	age
,	,	,
sex	NN	sex
,	,	,
health	NN	health
status	NN	status
,	,	,
life	NN	life
style	NN	style
and	CC	and
medications	NNS	medication
.	SENT	.
Nutritional	JJ	nutritional
status	NN	status
of	IN	of
individuals	NNS	individual
has	VBZ	have
been	VBN	be
used	VBN	use
as	IN	as
resilience	NN	resilience
towards	IN	towards
destabilization	NN	destabilization
during	IN	during
this	DT	this
COVID-19	NP	<unknown>
pandemic	NN	pandemic
.	SENT	.
Optimal	JJ	optimal
nutrition	NN	nutrition
and	CC	and
dietary	JJ	dietary
nutrient	JJ	nutrient
intake	NN	intake
impact	NN	impact
the	DT	the
immune	JJ	immune
system	NN	system
,	,	,
therefore	RB	therefore
the	DT	the
only	JJ	only
sustainable	JJ	sustainable
way	NN	way
to	TO	to
survive	VB	survive
in	IN	in
current	JJ	current
context	NN	context
is	VBZ	be
to	TO	to
strengthen	VB	strengthen
the	DT	the
immune	JJ	immune
system	NN	system
.	SENT	.
There	EX	there
is	VBZ	be
no	DT	no
evidence	NN	evidence
found	VBD	find
that	IN	that
supplement	NN	supplement
can	MD	can
cure	VB	cure
the	DT	the
immune	JJ	immune
system	NN	system
except	IN	except
Vit	NP	<unknown>
C	NP	C
,	,	,
which	WDT	which
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
best	JJS	good
way	NN	way
to	TO	to
improve	VB	improve
immune	JJ	immune
system	NN	system
.	SENT	.
A	DT	a
proper	JJ	proper
diet	NN	diet
can	MD	can
ensure	VB	ensure
that	IN	that
the	DT	the
body	NN	body
is	VBZ	be
in	IN	in
proper	JJ	proper
state	NN	state
to	TO	to
defeat	VB	defeat
the	DT	the
virus	NN	virus
.	SENT	.
However	RB	however
along	RB	along
with	IN	with
the	DT	the
dietary	JJ	dietary
management	NN	management
guidelines	NNS	guideline
the	DT	the
food	NN	food
safety	NN	safety
management	NN	management
and	CC	and
good	JJ	good
food	NN	food
practices	NNS	practice
is	VBZ	be
compulsory	JJ	compulsory
.	SENT	.
This	DT	this
article	NN	article
explores	VBZ	explore
the	DT	the
importance	NN	importance
of	IN	of
nutrition	NN	nutrition
to	TO	to
boost	VB	boost
immunity	NN	immunity
and	CC	and
gives	VBZ	give
some	DT	some
professional	JJ	professional
and	CC	and
authentic	JJ	authentic
dietary	JJ	dietary
guidelines	NNS	guideline
about	IN	about
nutrition	NN	nutrition
and	CC	and
food	NN	food
safety	NN	safety
to	TO	to
withstand	VB	withstand
COVID-19	NP	<unknown>
.	SENT	.
34649268/	CD	@card@
Genomic	JJ	<unknown>
reconstruction	NN	reconstruction
of	IN	of
the	DT	the
SARS-CoV-2	NP	<unknown>
epidemic	NN	epidemic
in	IN	in
England	NP	England
The	DT	the
evolution	NN	evolution
of	IN	of
the	DT	the
severe	JJ	severe
acute	JJ	acute
respiratory	JJ	respiratory
syndrome	NN	syndrome
coronavirus	NN	coronavirus
2	CD	@card@
(	(	(
SARS-CoV-2	NP	<unknown>
)	)	)
virus	NN	virus
leads	VBZ	lead
to	TO	to
new	JJ	new
variants	NNS	variant
that	WDT	that
warrant	VBP	warrant
timely	JJ	timely
epidemiological	JJ	epidemiological
characterization	NN	characterization
.	SENT	.
Here	RB	here
we	PP	we
use	VBP	use
the	DT	the
dense	JJ	dense
genomic	JJ	<unknown>
surveillance	NN	surveillance
data	NNS	datum
generated	VBN	generate
by	IN	by
the	DT	the
COVID-19	NP	<unknown>
Genomics	NP	<unknown>
UK	NP	UK
Consortium	NP	Consortium
to	TO	to
reconstruct	VB	reconstruct
the	DT	the
dynamics	NNS	dynamics
of	IN	of
71	CD	@card@
different	JJ	different
lineages	NNS	lineage
in	IN	in
each	DT	each
of	IN	of
315	CD	@card@
English	JJ	English
local	JJ	local
authorities	NNS	authority
between	IN	between
September	NP	September
2020	CD	@card@
and	CC	and
June	NP	June
2021	CD	@card@
.	SENT	.
This	DT	this
analysis	NN	analysis
reveals	VBZ	reveal
a	DT	a
series	NN	series
of	IN	of
subepidemics	NNS	subepidemic
that	WDT	that
peaked	VBD	peak
in	IN	in
early	JJ	early
autumn	NN	autumn
2020	CD	@card@
,	,	,
followed	VBN	follow
by	IN	by
a	DT	a
jump	NN	jump
in	IN	in
transmissibility	NN	<unknown>
of	IN	of
the	DT	the
B.1.1.7/Alpha	NP	B.1.1.7/Alpha
lineage	NN	lineage
.	SENT	.
The	DT	the
Alpha	NP	Alpha
variant	NN	variant
grew	VBD	grow
when	WRB	when
other	JJ	other
lineages	NNS	lineage
declined	VBD	decline
during	IN	during
the	DT	the
second	JJ	second
national	JJ	national
lockdown	NN	<unknown>
and	CC	and
regionally	RB	regionally
tiered	VBD	tier
restrictions	NNS	restriction
between	IN	between
November	NP	November
and	CC	and
December	NP	December
2020	CD	@card@
.	SENT	.
A	DT	a
third	JJ	third
more	JJR	more
stringent	JJ	stringent
national	JJ	national
lockdown	NN	<unknown>
suppressed	VBD	suppress
the	DT	the
Alpha	NP	Alpha
variant	NN	variant
and	CC	and
eliminated	VBD	eliminate
nearly	RB	nearly
all	DT	all
other	JJ	other
lineages	NNS	lineage
in	IN	in
early	JJ	early
2021	CD	@card@
.	SENT	.
Yet	RB	yet
a	DT	a
series	NN	series
of	IN	of
variants	NNS	variant
(	(	(
most	JJS	most
of	IN	of
which	WDT	which
contained	VBD	contain
the	DT	the
spike	NN	spike
E484K	NN	<unknown>
mutation	NN	mutation
)	)	)
defied	VBD	defy
these	DT	these
trends	NNS	trend
and	CC	and
persisted	VBD	persist
at	IN	at
moderately	RB	moderately
increasing	VBG	increase
proportions	NNS	proportion
.	SENT	.
However	RB	however
,	,	,
by	IN	by
accounting	NN	accounting
for	IN	for
sustained	JJ	sustained
introductions	NNS	introduction
,	,	,
we	PP	we
found	VBD	find
that	IN	that
the	DT	the
transmissibility	NN	<unknown>
of	IN	of
these	DT	these
variants	NNS	variant
is	VBZ	be
unlikely	JJ	unlikely
to	TO	to
have	VB	have
exceeded	VBN	exceed
the	DT	the
transmissibility	NN	<unknown>
of	IN	of
the	DT	the
Alpha	NP	Alpha
variant	NN	variant
.	SENT	.
Finally	RB	finally
,	,	,
B.1.617.2/Delta	NP	B.1.617.2/Delta
was	VBD	be
repeatedly	RB	repeatedly
introduced	VBN	introduce
in	IN	in
England	NP	England
and	CC	and
grew	VBD	grow
rapidly	RB	rapidly
in	IN	in
early	JJ	early
summer	NN	summer
2021	CD	@card@
,	,	,
constituting	VBG	constitute
approximately	RB	approximately
98	CD	@card@
%	NN	%
of	IN	of
sampled	VBN	sample
SARS-CoV-2	JJ	<unknown>
genomes	NNS	genome
on	IN	on
26	CD	@card@
June	NP	June
2021	CD	@card@
.	SENT	.
A	DT	a
study	NN	study
of	IN	of
the	DT	the
evolution	NN	evolution
of	IN	of
the	DT	the
SARS-CoV-2	NP	<unknown>
virus	NN	virus
in	IN	in
England	NP	England
between	IN	between
September	NP	September
2020	CD	@card@
and	CC	and
June	NP	June
2021	NP	@card@
finds	VBZ	find
that	IN	that
interventions	NNS	intervention
capable	JJ	capable
of	IN	of
containing	VBG	contain
previous	JJ	previous
variants	NNS	variant
were	VBD	be
insufficient	JJ	insufficient
to	TO	to
stop	VB	stop
the	DT	the
more	RBR	more
transmissible	JJ	transmissible
Alpha	NP	Alpha
and	CC	and
Delta	NP	Delta
variants	NNS	variant
.	SENT	.
33104178/	CD	@card@
Reply	NN	reply
to	TO	to
Cimolai	NP	Cimolai
:	:	:
Even	RB	even
With	IN	with
Variable	JJ	variable
Viral	JJ	viral
Culture	NP	Culture
Methods	NNS	method
,	,	,
Culturing	VBG	culture
SARS-CoV-2	NP	<unknown>
After	IN	after
10	CD	@card@
Days	NNS	day
Appears	VBZ	appear
to	TO	to
be	VB	be
Rare	JJ	rare
and	CC	and
Has	VBZ	have
Unclear	JJ	unclear
Implications	NNS	implication
for	IN	for
Transmission	NP	Transmission
34868831/	CD	@card@
Effect	NN	effect
of	IN	of
vaccination	NN	vaccination
on	IN	on
the	DT	the
transmission	NN	transmission
dynamics	NNS	dynamics
of	IN	of
COVID-19	NP	<unknown>
in	IN	in
Ethiopia	NP	Ethiopia
Governments	NNS	government
and	CC	and
health	NN	health
officials	NNS	official
are	VBP	be
eager	JJ	eager
to	TO	to
gain	VB	gain
a	DT	a
thorough	JJ	thorough
understanding	NN	understanding
of	IN	of
the	DT	the
dynamics	NNS	dynamics
of	IN	of
COVID-19	NP	<unknown>
transmission	NN	transmission
in	IN	in
order	NN	order
to	TO	to
devise	VB	devise
strategies	NNS	strategy
to	TO	to
mitigate	VB	mitigate
the	DT	the
pandemic	NN	pandemic
's	POS	's
negative	JJ	negative
effects	NNS	effect
.	SENT	.
As	IN	as
a	DT	a
result	NN	result
,	,	,
we	PP	we
created	VBD	create
a	DT	a
new	JJ	new
fractional	JJ	fractional
order	NN	order
mathematical	JJ	mathematical
model	NN	model
to	TO	to
investigate	VB	investigate
the	DT	the
dynamics	NNS	dynamics
of	IN	of
Covid-19	NP	<unknown>
vaccine	NN	vaccine
transmission	NN	transmission
in	IN	in
Ethiopia	NP	Ethiopia
.	SENT	.
The	DT	the
nonlinear	JJ	nonlinear
system	NN	system
of	IN	of
differential	JJ	differential
equations	NNS	equation
for	IN	for
the	DT	the
model	NN	model
is	VBZ	be
represented	VBN	represent
using	VBG	use
Atangana-Baleanu	NP	<unknown>
fractional	JJ	fractional
derivative	NN	derivative
in	IN	in
Caputo	NP	Caputo
sense	NN	sense
and	CC	and
the	DT	the
Jacobi	NP	Jacobi
spectral	JJ	spectral
collocation	NN	collocation
method	NN	method
is	VBZ	be
used	VBN	use
to	TO	to
convert	VB	convert
this	DT	this
system	NN	system
into	IN	into
an	DT	an
algebraic	JJ	algebraic
system	NN	system
of	IN	of
equations	NNS	equation
,	,	,
which	WDT	which
is	VBZ	be
then	RB	then
solved	VBN	solve
using	VBG	use
inexact	JJ	inexact
Newton	NP	Newton
's	POS	's
method	NN	method
.	SENT	.
The	DT	the
fundamental	JJ	fundamental
reproduction	NN	reproduction
number	NN	number
,	,	,
for	IN	for
the	DT	the
proposed	VBN	propose
model	NN	model
is	VBZ	be
determined	VBN	determine
using	VBG	use
the	DT	the
next	JJ	next
generation	NN	generation
matrix	NN	matrix
approach	NN	approach
.	SENT	.
32502119/	CD	@card@
Hospital	NN	hospital
visiting	VBG	visit
policies	NNS	policy
in	IN	in
the	DT	the
time	NN	time
of	IN	of
coronavirus	NN	coronavirus
disease	NN	disease
2019	CD	@card@
:	:	:
A	DT	a
nationwide	JJ	nationwide
website	NN	website
survey	NN	survey
in	IN	in
Taiwan	NP	Taiwan
Coronavirus	NP	<unknown>
disease	NN	disease
2019	CD	@card@
(	(	(
COVID-19	NP	<unknown>
)	)	)
,	,	,
a	DT	a
novel	JJ	novel
infectious	JJ	infectious
coronavirus	NN	coronavirus
disease	NN	disease
,	,	,
has	VBZ	have
become	VBN	become
a	DT	a
worldwide	JJ	worldwide
pandemic	NN	pandemic
.	SENT	.
Infection	NN	infection
control	NN	control
precautions	NNS	precaution
for	IN	for
hospital	NN	hospital
visitors	NNS	visitor
are	VBP	be
needed	VBN	need
to	TO	to
avoid	VB	avoid
cluster	NN	cluster
outbreaks	NNS	outbreak
,	,	,
so	RB	so
this	DT	this
study	NN	study
investigated	VBD	investigate
the	DT	the
visiting	VBG	visit
policies	NNS	policy
of	IN	of
all	PDT	all
the	DT	the
hospitals	NNS	hospital
in	IN	in
Taiwan	NP	Taiwan
in	IN	in
the	DT	the
time	NN	time
of	IN	of
COVID-19	NP	<unknown>
.	SENT	.
From	IN	from
March	NP	March
15	CD	@card@
,	,	,
2020	CD	@card@
,	,	,
to	TO	to
March	NP	March
18	CD	@card@
,	,	,
2020	CD	@card@
,	,	,
we	PP	we
searched	VBD	search
the	DT	the
official	JJ	official
websites	NNS	website
of	IN	of
all	DT	all
472	CD	@card@
National	NP	National
Health	NP	Health
Insurance-contracted	NP	<unknown>
hospitals	NNS	hospital
to	TO	to
determine	VB	determine
their	PP$	their
visiting	VBG	visit
policies	NNS	policy
.	SENT	.
For	IN	for
those	DT	those
hospitals	NNS	hospital
that	WDT	that
had	VBD	have
posted	VBN	post
new	JJ	new
visiting	VBG	visit
policies	NNS	policy
and	CC	and
still	RB	still
allowed	VBN	allow
visits	NNS	visit
to	TO	to
ordinary	JJ	ordinary
wards	NNS	ward
,	,	,
we	PP	we
recorded	VBD	record
the	DT	the
relevant	JJ	relevant
details	NNS	detail
shown	VBN	show
on	IN	on
their	PP$	their
websites	NNS	website
,	,	,
including	VBG	include
the	DT	the
number	NN	number
of	IN	of
visitors	NNS	visitor
allowed	VBN	allow
at	IN	at
one	CD	one
time	NN	time
,	,	,
the	DT	the
number	NN	number
of	IN	of
visiting	VBG	visit
slots	NNS	slot
per	IN	per
day	NN	day
,	,	,
the	DT	the
total	JJ	total
visiting	VBG	visit
hours	NNS	hour
per	IN	per
day	NN	day
,	,	,
and	CC	and
the	DT	the
rules	NNS	rule
provided	VBN	provide
to	TO	to
visitors	NNS	visitor
before	IN	before
visiting	VBG	visit
.	SENT	.
During	IN	during
the	DT	the
study	NN	study
period	NN	period
,	,	,
276	CD	@card@
(	(	(
58.5	CD	@card@
%	NN	%
)	)	)
hospitals	NNS	hospital
had	VBD	have
posted	VBN	post
new	JJ	new
visiting	VBG	visit
policies	NNS	policy
on	IN	on
their	PP$	their
websites	NNS	website
,	,	,
with	IN	with
higher	JJR	high
proportions	NNS	proportion
of	IN	of
academic	JJ	academic
medical	JJ	medical
centers	NNS	center
(	(	(
92.0	CD	@card@
%	NN	%
,	,	,
23/25	CD	@card@
)	)	)
and	CC	and
metropolitan	JJ	metropolitan
hospitals	NNS	hospital
(	(	(
91.5	CD	@card@
%	NN	%
,	,	,
75/82	CD	@card@
)	)	)
than	IN	than
local	JJ	local
community	NN	community
hospitals	NNS	hospital
(	(	(
48.8	CD	@card@
%	NN	%
,	,	,
178/365	CD	@card@
)	)	)
doing	VBG	do
so	RB	so
.	SENT	.
Visits	NNS	visit
to	TO	to
ordinary	JJ	ordinary
wards	NNS	ward
were	VBD	be
forbidden	VBN	forbid
in	IN	in
83	CD	@card@
hospitals	NNS	hospital
among	IN	among
those	DT	those
.	SENT	.
Among	IN	among
the	DT	the
193	CD	@card@
hospitals	NNS	hospital
that	WDT	that
had	VBD	have
new	JJ	new
visiting	VBG	visit
policies	NNS	policy
and	CC	and
still	RB	still
allowed	VBN	allow
visits	NNS	visit
to	TO	to
ordinary	JJ	ordinary
wards	NNS	ward
,	,	,
73.1	CD	@card@
%	NN	%
(	(	(
n	NN	n
=	SYM	=
141	LS	@card@
)	)	)
restricted	VBN	restrict
visitors	NNS	visitor
to	TO	to
two	CD	two
at	IN	at
a	DT	a
time	NN	time
and	CC	and
54.9	CD	@card@
%	NN	%
(	(	(
n	NN	n
=	SYM	=
106	LS	@card@
)	)	)
restricted	VBN	restrict
visits	NNS	visit
to	TO	to
two	CD	two
visiting	VBG	visit
slots	NNS	slot
per	IN	per
day	NN	day
.	SENT	.
Furthermore	RB	furthermore
,	,	,
history	NN	history
taking	VBG	take
regarding	VBG	regard
travel	NN	travel
,	,	,
occupation	NN	occupation
,	,	,
contacts	NNS	contact
,	,	,
and	CC	and
cluster	NN	cluster
information	NN	information
was	VBD	be
mentioned	VBN	mention
by	IN	by
82.4	CD	@card@
%	NN	%
(	(	(
n	NN	n
=	SYM	=
159	CD	@card@
)	)	)
of	IN	of
these	DT	these
193	CD	@card@
hospitals	NNS	hospital
,	,	,
body	NN	body
temperature	NN	temperature
monitoring	NN	monitoring
by	IN	by
78.2	CD	@card@
%	NN	%
(	(	(
n	NN	n
=	SYM	=
151	CD	@card@
)	)	)
,	,	,
hand	NN	hand
hygiene	NN	hygiene
by	IN	by
63.2	CD	@card@
%	NN	%
(	(	(
n	NN	n
=	SYM	=
122	CD	@card@
)	)	)
,	,	,
and	CC	and
identity	NN	identity
checks	NNS	check
by	IN	by
51.8	CD	@card@
%	NN	%
(	(	(
n	NN	n
=	SYM	=
100	CD	@card@
)	)	)
.	SENT	.
In	IN	in
the	DT	the
time	NN	time
of	IN	of
COVID-19	NP	<unknown>
covered	VBN	cover
by	IN	by
this	DT	this
study	NN	study
,	,	,
about	IN	about
three-fifths	NNS	three-fifth
of	IN	of
the	DT	the
hospitals	NNS	hospital
in	IN	in
Taiwan	NP	Taiwan
had	VBD	have
posted	VBN	post
their	PP$	their
visiting	VBG	visit
policies	NNS	policy
for	IN	for
ordinary	JJ	ordinary
wards	NNS	ward
on	IN	on
their	PP$	their
websites	NNS	website
.	SENT	.
Furthermore	RB	furthermore
,	,	,
the	DT	the
thoroughness	NN	thoroughness
with	IN	with
which	WDT	which
such	JJ	such
visiting	VBG	visit
policies	NNS	policy
have	VBP	have
been	VBN	be
enforced	VBN	enforce
also	RB	also
requires	VBZ	require
investigation	NN	investigation
.	SENT	.
32596482/	CD	@card@
Vaping	NN	<unknown>
during	IN	during
the	DT	the
COVID-19	NP	<unknown>
pandemic	NN	pandemic
:	:	:
NOT	RB	not
GOOD	JJ	good
!	SENT	!
!	SENT	!
Vaping	VBG	Vape
during	IN	during
the	DT	the
COVID-19	NP	<unknown>
pandemic	NN	pandemic
:	:	:
NOT	RB	not
GOOD	JJ	good
!	SENT	!
35263375/	CD	@card@
Attitude	NN	attitude
of	IN	of
health	NN	health
professionals	NNS	professional
towards	IN	towards
COVID-19	NP	<unknown>
vaccination	NN	vaccination
and	CC	and
associated	VBN	associate
factors	NNS	factor
among	IN	among
health	NN	health
professionals	NNS	professional
,	,	,
Western	NP	Western
Ethiopia	NP	Ethiopia
:	:	:
A	DT	a
cross-sectional	JJ	cross-sectional
survey	NN	survey
Even	RB	even
though	IN	though
people	NNS	people
of	IN	of
the	DT	the
world	NN	world
were	VBD	be
eagerly	RB	eagerly
waiting	VBG	wait
for	IN	for
the	DT	the
hope	NN	hope
of	IN	of
vaccine	NN	vaccine
development	NN	development
,	,	,
vaccine	NN	vaccine
hesitancy	NN	hesitancy
is	VBZ	be
becoming	VBG	become
the	DT	the
top	JJ	top
concern	NN	concern
in	IN	in
both	DT	both
developed	JJ	developed
and	CC	and
developing	VBG	develop
countries	NNS	country
.	SENT	.
However	RB	however
,	,	,
there	EX	there
is	VBZ	be
no	DT	no
adequate	JJ	adequate
evidence	NN	evidence
regarding	VBG	regard
the	DT	the
attitude	NN	attitude
and	CC	and
perception	NN	perception
of	IN	of
health	NN	health
professionals	NNS	professional
towards	IN	towards
the	DT	the
COVID	NP	<unknown>
19	CD	@card@
vaccine	NN	vaccine
in	IN	in
resource-limited	JJ	resource-limited
settings	NNS	setting
like	IN	like
Ethiopia	NP	Ethiopia
.	SENT	.
The	DT	the
aim	NN	aim
of	IN	of
this	DT	this
study	NN	study
was	VBD	be
to	TO	to
assess	VB	assess
health	NN	health
professionals	NNS	professional
'	POS	'
attitudes	NNS	attitude
and	CC	and
perceptions	NNS	perception
towards	IN	towards
COVID	NP	<unknown>
19	CD	@card@
vaccine	NN	vaccine
in	IN	in
Western	NP	Western
Ethiopia	NP	Ethiopia
.	SENT	.
An	DT	an
institution-based	JJ	<unknown>
cross-sectional	JJ	cross-sectional
study	NN	study
was	VBD	be
conducted	VBN	conduct
among	IN	among
health	NN	health
care	NN	care
workers	NNS	worker
found	VBN	find
in	IN	in
Nekemte	NP	<unknown>
town	NN	town
from	IN	from
April	NP	April
14-21	CD	@card@
,	,	,
2021	CD	@card@
.	SENT	.
A	DT	a
total	NN	total
of	IN	of
439	CD	@card@
health	NN	health
professionals	NNS	professional
present	JJ	present
on	IN	on
duty	NN	duty
during	IN	during
the	DT	the
study	NN	study
period	NN	period
was	VBD	be
included	VBN	include
in	IN	in
the	DT	the
study	NN	study
.	SENT	.
The	DT	the
data	NNS	datum
were	VBD	be
collected	VBN	collect
by	IN	by
using	VBG	use
self-administered	VBN	self-administer
questionnaire	NN	questionnaire
.	SENT	.
Epidata	NP	<unknown>
version	NN	version
3.2	CD	@card@
was	VBD	be
used	VBN	use
for	IN	for
data	NNS	datum
entry	NN	entry
,	,	,
and	CC	and
STATA	NP	Stata
version	NN	version
14	CD	@card@
was	VBD	be
used	VBN	use
for	IN	for
data	NN	data
analysis	NN	analysis
.	SENT	.
The	DT	the
binary	JJ	binary
logistic	JJ	logistic
regression	NN	regression
model	NN	model
was	VBD	be
employed	VBN	employ
to	TO	to
determine	VB	determine
factors	NNS	factor
associated	VBN	associate
with	IN	with
the	DT	the
attitude	NN	attitude
towards	IN	towards
COVID-19	NP	<unknown>
vaccination	NN	vaccination
.	SENT	.
Adjusted	JJ	adjusted
Odds	NNS	odd
Ratio	NN	ratio
(	(	(
AOR	NP	AOR
)	)	)
with	IN	with
95	CD	@card@
%	NN	%
confidence	NN	confidence
intervals	NNS	interval
was	VBD	be
computed	VBN	compute
and	CC	and
statistical	JJ	statistical
significance	NN	significance
was	VBD	be
declared	VBN	declare
at	IN	at
a	DT	a
5	CD	@card@
%	NN	%
level	NN	level
(	(	(
p-value	NN	p-value
&lt	NN	&lt
;	:	;
0.05	LS	@card@
)	)	)
.	SENT	.
A	DT	a
total	NN	total
of	IN	of
431	CD	@card@
health	NN	health
professionals	NNS	professional
participated	VBD	participate
in	IN	in
the	DT	the
study	NN	study
yielding	VBG	yield
a	DT	a
response	NN	response
rate	NN	rate
of	IN	of
98.1	CD	@card@
%	NN	%
.	SENT	.
The	DT	the
results	NNS	result
indicated	VBD	indicate
that	IN	that
51.28	CD	@card@
%	NN	%
(	(	(
95%CI	NP	<unknown>
:	:	:
45.12	CD	@card@
%	NN	%
,	,	,
57.34	CD	@card@
%	NN	%
)	)	)
of	IN	of
health	NN	health
professionals	NNS	professional
had	VBD	have
a	DT	a
favorable	JJ	favorable
attitude	NN	attitude
towards	IN	towards
COVID-19	NP	<unknown>
vaccination	NN	vaccination
.	SENT	.
Having	VBG	have
good	JJ	good
knowledge	NN	knowledge
about	IN	about
the	DT	the
COVID-19	NP	<unknown>
vaccine	NN	vaccine
(	(	(
AOR	NP	AOR
=	SYM	=
0.38	CD	@card@
,	,	,
95%CI	NP	<unknown>
:	:	:
0.22	CD	@card@
,	,	,
0.64	CD	@card@
,	,	,
P-value	NP	P-value
&lt	NP	&lt
;	:	;
0.001	LS	@card@
)	)	)
was	VBD	be
negatively	RB	negatively
associated	VBN	associate
with	IN	with
unfavorable	JJ	unfavorable
attitude	NN	attitude
towards	IN	towards
COVID-19	NP	<unknown>
vaccine	NN	vaccine
,	,	,
whereas	IN	whereas
age	NN	age
less	JJR	less
than	IN	than
30	CD	@card@
years	NNS	year
(	(	(
AOR	NP	AOR
=	SYM	=
2.14	CD	@card@
,	,	,
95%CI:1.25,3.67	JJ	95%CI@card@
,	,	,
P-value	NP	P-value
&lt	NP	&lt
;	:	;
0.001	LS	@card@
)	)	)
,	,	,
working	VBG	work
in	IN	in
a	DT	a
private	JJ	private
clinic	NN	clinic
(	(	(
AOR	NP	AOR
=	SYM	=
7.77	CD	@card@
,	,	,
95	CD	@card@
%	NN	%
CI	NP	CI
:	:	:
2.19	CD	@card@
,	,	,
27.58	CD	@card@
,	,	,
P-value	NP	P-value
&lt	NP	&lt
;	:	;
0.001	LS	@card@
)	)	)
and	CC	and
health	NN	health
center	NN	center
(	(	(
AOR	NP	AOR
=	SYM	=
2.45	CD	@card@
,	,	,
95%CI	NP	<unknown>
:	:	:
1.01	CD	@card@
,	,	,
5.92	CD	@card@
,	,	,
P-value	NP	P-value
=	SYM	=
0.045	CD	@card@
)	)	)
were	VBD	be
positively	RB	positively
associated	VBN	associate
with	IN	with
unfavorable	JJ	unfavorable
attitude	NN	attitude
towards	IN	towards
COVID-19	NP	<unknown>
vaccine	NN	vaccine
.	SENT	.
In	IN	in
general	NN	general
,	,	,
the	DT	the
attitude	NN	attitude
and	CC	and
perception	NN	perception
of	IN	of
health	NN	health
care	NN	care
professionals	NNS	professional
toward	IN	toward
the	DT	the
COVID-19	NP	<unknown>
vaccine	NN	vaccine
in	IN	in
the	DT	the
study	NN	study
area	NN	area
were	VBD	be
unsatisfactory	JJ	unsatisfactory
.	SENT	.
Knowledge	NN	knowledge
about	IN	about
the	DT	the
COVID-19	NP	<unknown>
vaccine	NN	vaccine
,	,	,
age	NN	age
of	IN	of
health	NN	health
care	NN	care
workers	NNS	worker
,	,	,
and	CC	and
place	NN	place
of	IN	of
work	NN	work
are	VBP	be
the	DT	the
factors	NNS	factor
which	WDT	which
affects	VBZ	affect
attitude	NN	attitude
towards	IN	towards
COVID-19	NP	<unknown>
vaccine	NN	vaccine
.	SENT	.
Thus	RB	thus
,	,	,
we	PP	we
recommend	VBP	recommend
the	DT	the
media	NNS	medium
outlets	NNS	outlet
and	CC	and
concerned	JJ	concerned
bodies	NNS	body
to	TO	to
work	VB	work
to	TO	to
develop	VB	develop
trust	NN	trust
among	IN	among
the	DT	the
public	NN	public
by	IN	by
disseminating	VBG	disseminate
accurate	JJ	accurate
and	CC	and
consistent	JJ	consistent
information	NN	information
about	IN	about
the	DT	the
vaccine	NN	vaccine
.	SENT	.
35592326/	CD	@card@
Pandemic	NN	pandemic
,	,	,
Epidemic	NN	epidemic
,	,	,
Endemic	NN	endemic
:	:	:
B	SYM	b
Cell	NN	cell
Repertoire	NN	repertoire
Analysis	NN	analysis
Reveals	VBZ	reveal
Unique	JJ	unique
Anti-Viral	JJ	anti-viral
Responses	NNS	response
to	TO	to
SARS-CoV-2	NP	<unknown>
,	,	,
Ebola	NP	<unknown>
and	CC	and
Respiratory	JJ	respiratory
Syncytial	JJ	syncytial
Virus	NN	virus
Immunoglobulin	NN	immunoglobulin
gene	NN	gene
heterogeneity	NN	heterogeneity
reflects	VBZ	reflect
the	DT	the
diversity	NN	diversity
and	CC	and
focus	NN	focus
of	IN	of
the	DT	the
humoral	JJ	humoral
immune	JJ	immune
response	NN	response
towards	IN	towards
different	JJ	different
infections	NNS	infection
,	,	,
enabling	VBG	enable
inference	NN	inference
of	IN	of
B	NP	B
cell	NN	cell
development	NN	development
processes	NNS	process
.	SENT	.
Detailed	JJ	detailed
compositional	JJ	compositional
and	CC	and
lineage	NN	lineage
analysis	NN	analysis
of	IN	of
long	RB	long
read	VBN	read
IGH	JJ	<unknown>
repertoire	NN	repertoire
sequencing	VBG	sequence
,	,	,
combining	VBG	combine
examples	NNS	example
of	IN	of
pandemic	JJ	pandemic
,	,	,
epidemic	JJ	epidemic
and	CC	and
endemic	JJ	endemic
viral	JJ	viral
infections	NNS	infection
with	IN	with
control	NN	control
and	CC	and
vaccination	NN	vaccination
samples	NNS	sample
,	,	,
demonstrates	VBZ	demonstrate
general	JJ	general
responses	NNS	response
including	VBG	include
increased	VBN	increase
use	NN	use
of	IN	of
IGHV4-39	NP	<unknown>
in	IN	in
both	DT	both
Zaire	NP	Zaire
Ebolavirus	NP	<unknown>
(	(	(
EBOV	NP	<unknown>
)	)	)
and	CC	and
